DATE,ID,LATITUDE,LONGITUDE,ELEVATION,NAME,Season,TMIN,TMAX,PRCP,SNOW,SNWD,Week,TMIN_10thPercentile_Week,Temp_Diff,SnowyDay,SNWD_Lag1,SNWD_Lag2,SnowyDaysCount_7,Cumulative_SnowDepth_7,PRCP_Lag1,PRCP_Lag2,Cumulative_Precipitation_7,Rolling_Mean_TMIN_7,Rolling_10thPercentile_TMIN_7,Day_of_Week,Day_of_Year,SNWD_TMIN_Interaction,Snowfall_Intensity,Seasonal_TMIN_Deviation,Rolling_Mean_TMIN_30,TMIN_Rolling_30_Diff,EWMA_TMIN_7,Previous_Season_TMIN,Rolling_Sum_PRCP_14,Cumulative_Snowfall_Lag7,TMIN_SNOW_Interaction,TMAX_PRCP_Interaction,Seasonal_TMIN_Anomaly,Days_Since_Last_Precip,Rolling_Max_TMIN_30,Rolling_Min_TMIN_30,EWMA_TMIN_30,SNWD_Snowfall_Diff,TMIN_Lag1,TMAX_Lag1,SNOW_Lag1,Rolling_Sum_SNWD_7
1992-03-24,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-21.7,-17.2,0.0,0.0,127.0,13,-20.6,4.5,0,127.0,127.0,5.0,889.0,2.3,3.6,16.6,-21.59,-24.78,1,84,-2755.9,0.0,-13.38,-19.28,-2.42,-21.64,-21.1,88.5,204.0,-0.0,-0.0,-7.87,1.0,-2.8,-35.6,-19.83,127.0,-21.1,-13.9,46.0,889.0
1992-03-25,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-20.6,-6.7,0.0,0.0,127.0,13,-20.6,13.9,0,127.0,127.0,4.0,889.0,0.0,2.3,10.5,-20.8,-23.54,2,85,-2616.2,0.0,-12.28,-19.53,-1.07,-21.38,-21.7,39.2,260.0,-0.0,-0.0,-7.48,1.0,-2.8,-35.6,-19.88,127.0,-21.7,-17.2,0.0,889.0
1992-03-26,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-9.4,-3.9,7.4,69.0,127.0,13,-20.6,5.5,1,127.0,127.0,5.0,889.0,0.0,0.0,17.9,-19.69,-23.54,3,86,-1193.8,0.54,-1.08,-19.49,10.09,-18.39,-20.6,35.7,176.0,-648.6,-28.86,2.92,3.0,-2.8,-35.6,-19.2,126.46,-20.6,-6.7,0.0,889.0
1992-03-27,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-6.1,-0.6,115.3,480.0,203.0,13,-20.6,5.5,1,127.0,127.0,5.0,965.0,7.4,0.0,130.9,-18.01,-23.54,4,87,-1238.3,2.35,2.22,-19.13,13.03,-15.31,-9.4,151.0,214.0,-2928.0,-69.18,6.3,1.0,-2.8,-35.6,-18.36,200.65,-9.4,-3.9,69.0,965.0
1992-03-28,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-12.2,-2.8,73.2,597.0,279.0,13,-20.6,9.4,1,203.0,127.0,5.0,1117.0,115.3,7.4,201.8,-16.43,-22.58,5,88,-3403.8,2.13,-3.88,-18.78,6.58,-14.54,-6.1,223.4,270.0,-7283.4,-204.96,-0.22,1.0,-2.8,-35.6,-17.96,276.87,-6.1,-0.6,480.0,1117.0
1992-03-29,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-15.0,-7.8,13.5,124.0,356.0,13,-20.6,7.2,1,279.0,203.0,5.0,1346.0,73.2,115.3,211.7,-15.16,-21.34,6,89,-5340.0,0.35,-6.68,-18.43,3.43,-14.65,-12.2,236.9,323.0,-1860.0,-105.3,-3.91,1.0,-2.8,-35.6,-17.77,355.65,-12.2,-2.8,597.0,1346.0
1992-03-30,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-15.6,-6.7,0.0,0.0,356.0,14,-18.9,8.9,0,356.0,279.0,4.0,1575.0,13.5,73.2,209.4,-14.37,-21.04,0,90,-5553.6,0.0,-7.28,-17.76,2.16,-14.89,-15.0,236.9,369.0,-0.0,-0.0,-4.88,1.0,-2.8,-33.9,-17.63,356.0,-15.0,-7.8,124.0,1575.0
1992-03-31,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-10.6,-3.9,1.5,10.0,356.0,14,-18.9,6.7,1,356.0,356.0,5.0,1804.0,0.0,13.5,210.9,-12.79,-17.6,1,91,-3773.6,0.03,-2.28,-16.98,6.38,-13.82,-15.6,227.5,267.0,-106.0,-5.85,-0.2,2.0,-2.8,-31.1,-17.18,355.97,-15.6,-6.7,0.0,1804.0
1992-04-01,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-11.1,-5.6,11.4,66.0,356.0,14,-18.9,5.5,1,356.0,356.0,6.0,2033.0,1.5,0.0,222.3,-11.43,-15.24,2,92,-3951.6,0.18,-2.78,-16.54,5.44,-13.14,-10.6,232.8,198.0,-732.6,-63.84,-0.8,1.0,-2.8,-31.1,-16.78,355.82,-10.6,-3.9,10.0,2033.0
1992-04-02,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-13.9,-8.9,3.6,15.0,381.0,14,-18.9,5.0,1,356.0,356.0,6.0,2287.0,11.4,1.5,218.5,-12.07,-15.24,3,93,-5295.9,0.04,-5.58,-16.41,2.51,-13.33,-11.1,236.4,267.0,-208.5,-32.04,-2.92,1.0,-2.8,-31.1,-16.6,380.96,-11.1,-5.6,66.0,2287.0
1992-04-03,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-15.6,-12.8,10.7,56.0,381.0,14,-18.9,2.8,1,381.0,356.0,6.0,2465.0,3.6,11.4,113.9,-13.43,-15.6,4,94,-5943.6,0.15,-7.28,-16.32,0.72,-13.9,-13.9,244.8,709.0,-873.6,-136.96,-4.47,1.0,-2.8,-31.1,-16.53,380.85,-13.9,-8.9,15.0,2465.0
1992-04-04,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-15.6,-11.1,0.0,0.0,381.0,14,-18.9,4.5,0,381.0,381.0,5.0,2567.0,10.7,3.6,40.7,-13.91,-15.6,5,95,-5943.6,0.0,-7.28,-16.47,0.87,-14.32,-15.6,242.5,1245.0,-0.0,-0.0,-3.89,1.0,-2.8,-31.1,-16.47,381.0,-15.6,-12.8,56.0,2567.0
1992-04-05,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-12.8,-10.6,7.6,36.0,381.0,14,-18.9,2.2,1,381.0,381.0,5.0,2592.0,0.0,10.7,34.8,-13.6,-15.6,6,96,-4876.8,0.09,-4.48,-16.56,3.76,-13.94,-15.6,246.5,1316.0,-460.8,-80.56,-1.35,2.0,-2.8,-31.1,-16.24,380.91,-15.6,-11.1,0.0,2592.0
1992-04-06,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-12.2,-8.3,0.0,0.0,381.0,15,-16.1,3.9,0,381.0,381.0,5.0,2617.0,7.6,0.0,34.8,-13.11,-15.6,0,97,-4648.2,0.0,-3.88,-16.62,4.42,-13.51,-12.8,244.2,1270.0,-0.0,-0.0,-0.9,2.0,-2.8,-31.1,-15.98,381.0,-12.8,-10.6,36.0,2617.0
1992-04-07,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-11.1,-0.6,1.3,10.0,381.0,15,-16.1,10.5,1,381.0,381.0,5.0,2642.0,0.0,7.6,34.6,-13.19,-15.6,1,98,-4229.1,0.03,-2.78,-16.88,5.78,-12.9,-12.2,245.5,1280.0,-111.0,-0.78,-0.24,2.0,-2.8,-31.1,-15.66,380.97,-12.2,-8.3,0.0,2642.0
1992-04-08,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-11.7,-2.2,0.0,0.0,381.0,15,-16.1,9.5,0,381.0,381.0,4.0,2667.0,1.3,0.0,23.2,-13.27,-15.6,2,99,-4457.7,0.0,-3.38,-17.1,5.4,-12.6,-11.1,245.5,1346.0,-0.0,-0.0,-0.45,2.0,-2.8,-31.1,-15.41,381.0,-11.1,-0.6,10.0,2667.0
1992-04-09,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-10.0,-4.4,0.0,0.0,381.0,15,-16.1,5.6,0,381.0,381.0,3.0,2667.0,0.0,1.3,19.6,-12.71,-15.6,3,100,-3810.0,0.0,-1.68,-17.34,7.34,-11.95,-11.7,238.1,1292.0,-0.0,-0.0,1.63,2.0,-6.1,-31.1,-15.06,381.0,-11.7,-2.2,0.0,2667.0
1992-04-10,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-11.7,-4.4,0.5,8.0,381.0,15,-16.1,7.3,1,381.0,381.0,3.0,2667.0,0.0,0.0,9.4,-12.16,-13.92,4,101,-4457.7,0.02,-3.38,-17.32,5.62,-11.89,-10.0,123.3,868.0,-93.6,-2.2,-0.64,3.0,-6.1,-31.1,-14.84,380.98,-10.0,-4.4,0.0,2667.0
1992-04-11,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-15.6,0.0,30.7,170.0,381.0,15,-16.1,15.6,1,381.0,381.0,4.0,2667.0,0.5,0.0,40.1,-12.16,-13.92,5,102,-5943.6,0.45,-7.28,-16.99,1.39,-12.82,-11.7,80.8,271.0,-2652.0,0.0,-4.89,1.0,-6.1,-31.1,-14.89,380.55,-11.7,-4.4,8.0,2667.0
1992-04-12,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-18.3,0.0,0.0,0.0,406.0,15,-16.1,18.3,0,381.0,381.0,3.0,2692.0,30.7,0.5,32.5,-12.94,-16.68,6,103,-7429.8,0.0,-9.98,-16.56,-1.74,-14.19,-15.6,67.3,183.0,-0.0,0.0,-8.16,1.0,-6.1,-27.8,-15.11,406.0,-15.6,0.0,170.0,2692.0
1992-04-13,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-22.2,-16.1,0.0,0.0,406.0,16,-14.4,6.1,0,406.0,381.0,3.0,2717.0,0.0,30.7,32.5,-14.37,-19.86,0,104,-9013.2,0.0,-13.88,-16.38,-5.82,-16.19,-18.3,67.3,183.0,-0.0,-0.0,-13.24,1.0,-6.1,-26.1,-15.57,406.0,-18.3,0.0,0.0,2717.0
1992-04-14,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-18.3,-12.2,0.0,0.0,406.0,16,-14.4,6.1,0,406.0,406.0,2.0,2742.0,0.0,0.0,31.2,-15.4,-19.86,1,105,-7429.8,0.0,-9.98,-16.12,-2.18,-16.72,-22.2,65.8,183.0,-0.0,-0.0,-9.98,1.0,-6.1,-26.1,-15.74,406.0,-22.2,-16.1,0.0,2742.0
1992-04-15,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-15.6,-11.1,0.0,0.0,406.0,16,-14.4,4.5,0,406.0,406.0,2.0,2767.0,0.0,0.0,31.2,-15.96,-19.86,2,106,-6333.6,0.0,-7.28,-15.78,0.18,-16.44,-18.3,54.4,117.0,-0.0,-0.0,-7.56,1.0,-6.1,-26.1,-15.73,406.0,-18.3,-12.2,0.0,2767.0
1992-04-16,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-13.3,-5.6,6.6,79.0,406.0,16,-14.4,7.7,1,406.0,406.0,3.0,2792.0,0.0,0.0,37.8,-16.43,-19.86,3,107,-5399.8,0.19,-4.98,-15.65,2.35,-15.65,-15.6,57.4,102.0,-1050.7,-36.96,-5.82,5.0,-6.1,-26.1,-15.58,405.81,-15.6,-11.1,0.0,2792.0
1992-04-17,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-9.4,1.7,19.6,196.0,457.0,16,-14.4,11.1,1,406.0,406.0,3.0,2868.0,6.6,0.0,56.9,-16.1,-19.86,4,108,-4295.8,0.43,-1.08,-15.1,5.7,-14.09,-13.3,66.3,54.0,-1842.4,33.32,-2.24,1.0,-6.1,-23.9,-15.18,456.57,-13.3,-5.6,79.0,2868.0
1992-04-18,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-3.9,2.2,0.0,0.0,457.0,16,-14.4,6.1,0,457.0,406.0,2.0,2944.0,19.6,6.6,26.2,-14.43,-19.86,5,109,-1782.3,0.0,4.42,-14.65,10.75,-11.54,-9.4,66.3,224.0,-0.0,0.0,3.88,1.0,-3.9,-23.9,-14.45,457.0,-9.4,1.7,196.0,2944.0
1992-04-19,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-2.2,5.6,0.0,0.0,457.0,16,-14.4,7.8,0,457.0,457.0,2.0,2995.0,0.0,19.6,26.2,-12.13,-19.86,6,110,-1005.4,0.0,6.12,-14.13,11.93,-9.21,-3.9,58.7,188.0,-0.0,0.0,4.54,1.0,-2.2,-23.9,-13.66,457.0,-3.9,2.2,0.0,2995.0
1992-04-20,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,3.9,6.7,0.0,0.0,432.0,17,-12.8,2.8,0,457.0,457.0,2.0,3021.0,0.0,0.0,26.2,-8.4,-16.68,0,111,1684.8,0.0,12.22,-13.23,17.13,-5.93,-2.2,58.7,188.0,0.0,0.0,10.34,1.0,3.9,-23.9,-12.53,432.0,-2.2,5.6,0.0,3021.0
1992-04-21,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,5.0,10.6,0.0,0.0,330.0,17,-12.8,5.6,0,432.0,457.0,2.0,2945.0,0.0,0.0,26.2,-5.07,-14.22,1,112,1650.0,0.0,13.32,-12.26,17.26,-3.2,3.9,57.4,178.0,0.0,0.0,11.39,1.0,5.0,-22.2,-11.4,330.0,3.9,6.7,0.0,2945.0
1992-04-22,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,4.4,7.2,12.4,0.0,254.0,17,-12.8,2.8,0,330.0,432.0,2.0,2793.0,0.0,0.0,38.6,-2.21,-10.96,2,113,1117.6,0.0,12.72,-11.41,15.81,-1.3,5.0,69.8,178.0,0.0,89.28,10.44,5.0,5.0,-22.2,-10.38,254.0,5.0,10.6,0.0,2793.0
1992-04-23,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-4.4,5.6,5.8,3.0,102.0,17,-12.8,10.0,1,254.0,330.0,2.0,2489.0,12.4,0.0,37.8,-0.94,-6.4,3,114,-448.8,0.03,3.92,-10.84,6.44,-2.07,4.4,75.6,257.0,-13.2,32.48,2.52,1.0,5.0,-22.2,-9.99,101.97,4.4,7.2,0.0,2489.0
1992-04-24,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-5.6,-2.2,21.8,173.0,102.0,17,-12.8,3.4,1,102.0,254.0,2.0,2134.0,5.8,12.4,40.0,-0.4,-4.88,4,115,-571.2,1.68,2.72,-10.34,4.74,-2.96,-4.4,96.9,445.0,-968.8,-47.96,2.01,1.0,5.0,-22.2,-9.71,100.32,-4.4,5.6,3.0,2134.0
1992-04-25,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-7.2,-3.3,0.0,0.0,127.0,17,-12.8,3.9,0,102.0,102.0,2.0,1804.0,21.8,5.8,40.0,-0.87,-6.24,5,116,-914.4,0.0,1.12,-10.26,3.06,-4.02,-5.6,66.2,275.0,-0.0,-0.0,-0.16,1.0,5.0,-22.2,-9.55,127.0,-5.6,-2.2,173.0,1804.0
1992-04-26,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-9.4,-5.0,0.0,0.0,127.0,17,-12.8,4.4,0,127.0,102.0,2.0,1474.0,0.0,21.8,40.0,-1.9,-8.08,6,117,-1193.8,0.0,-1.08,-10.37,0.97,-5.36,-7.2,66.2,275.0,-0.0,-0.0,-3.05,1.0,5.0,-22.2,-9.54,127.0,-7.2,-3.3,0.0,1474.0
1992-04-27,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-10.6,-2.8,0.0,0.0,127.0,18,-10.6,7.8,0,127.0,127.0,2.0,1169.0,0.0,0.0,40.0,-3.97,-9.88,0,118,-1346.2,0.0,-2.28,-10.32,-0.28,-6.67,-9.4,66.2,275.0,-0.0,-0.0,-4.48,1.0,5.0,-22.2,-9.61,127.0,-9.4,-5.0,0.0,1169.0
1992-04-28,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-7.8,-2.2,0.0,0.0,127.0,18,-10.6,5.6,0,127.0,127.0,2.0,966.0,0.0,0.0,40.0,-5.8,-9.88,1,119,-990.6,0.0,0.52,-10.08,2.28,-6.95,-10.6,66.2,275.0,-0.0,-0.0,-2.01,1.0,5.0,-22.2,-9.49,127.0,-10.6,-2.8,0.0,966.0
1992-04-29,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-6.1,1.1,0.0,0.0,127.0,18,-10.6,7.2,0,127.0,127.0,2.0,839.0,0.0,0.0,27.6,-7.3,-9.88,2,120,-774.7,0.0,2.22,-9.76,3.66,-6.74,-7.8,66.2,275.0,-0.0,0.0,-0.39,1.0,5.0,-22.2,-9.27,127.0,-7.8,-2.2,0.0,839.0
1992-04-30,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-3.3,3.3,1.0,15.0,127.0,18,-10.6,6.6,1,127.0,127.0,2.0,864.0,0.0,0.0,22.8,-7.14,-9.88,3,121,-419.1,0.12,5.02,-9.52,6.22,-5.88,-6.1,60.6,199.0,-49.5,3.3,1.56,6.0,5.0,-22.2,-8.89,126.88,-6.1,1.1,0.0,864.0
1992-05-01,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-4.4,0.0,0.0,0.0,102.0,18,-10.6,4.4,0,127.0,127.0,1.0,864.0,1.0,0.0,1.0,-6.97,-9.88,4,122,-448.8,0.0,3.92,-9.3,4.9,-5.51,-3.3,41.0,176.0,-0.0,0.0,-0.2,6.0,5.0,-22.2,-8.6,102.0,-3.3,3.3,15.0,864.0
1992-05-02,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-3.9,5.6,7.1,15.0,102.0,18,-10.6,9.5,1,102.0,127.0,2.0,839.0,0.0,1.0,8.1,-6.5,-9.88,5,123,-397.8,0.15,4.42,-8.96,5.06,-5.11,-4.4,48.1,176.0,-58.5,39.76,0.45,2.0,5.0,-22.2,-8.29,101.85,-4.4,0.0,0.0,839.0
1992-05-03,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-7.8,4.4,12.4,33.0,51.0,18,-10.6,12.2,1,102.0,102.0,3.0,763.0,7.1,0.0,20.5,-6.27,-8.92,6,124,-397.8,0.63,0.52,-8.7,0.9,-5.78,-3.9,60.5,176.0,-257.4,54.56,-3.3,1.0,5.0,-22.2,-8.26,50.37,-3.9,5.6,15.0,763.0
1992-05-04,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-8.9,-3.9,3.8,15.0,51.0,19,-10.0,5.0,1,51.0,102.0,4.0,687.0,12.4,7.1,24.3,-6.03,-8.24,0,125,-453.9,0.29,-0.58,-8.48,-0.42,-6.56,-7.8,64.3,176.0,-133.5,-14.82,-4.81,1.0,5.0,-22.2,-8.3,50.71,-7.8,4.4,33.0,687.0
1992-05-05,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-10.6,-7.2,0.5,8.0,51.0,19,-10.0,3.4,1,51.0,51.0,5.0,611.0,3.8,12.4,24.8,-6.43,-9.58,1,126,-540.6,0.15,-2.28,-8.41,-2.19,-7.57,-8.9,64.8,176.0,-84.8,-3.6,-6.37,1.0,5.0,-22.2,-8.45,50.85,-8.9,-3.9,15.0,611.0
1992-05-06,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-11.1,-2.8,0.0,0.0,51.0,19,-10.0,8.3,0,51.0,51.0,5.0,535.0,0.5,3.8,24.8,-7.14,-10.8,2,127,-566.1,0.0,-2.78,-8.37,-2.73,-8.45,-10.6,52.4,176.0,-0.0,-0.0,-7.41,1.0,5.0,-22.2,-8.62,51.0,-10.6,-7.2,8.0,535.0
1992-05-07,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-7.2,5.6,0.0,0.0,51.0,19,-10.0,12.8,0,51.0,51.0,4.0,459.0,0.0,0.5,23.8,-7.7,-10.8,3,128,-367.2,0.0,1.12,-8.24,1.04,-8.14,-11.1,46.6,188.0,-0.0,0.0,-2.83,1.0,5.0,-22.2,-8.53,51.0,-11.1,-2.8,0.0,459.0
1992-05-08,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,3.9,7.8,0.0,0.0,51.0,19,-10.0,3.9,0,51.0,51.0,4.0,408.0,0.0,0.0,23.8,-6.51,-10.8,4,129,198.9,0.0,12.22,-7.72,11.62,-5.13,-7.2,24.8,15.0,0.0,0.0,7.84,1.0,5.0,-22.2,-7.73,51.0,-7.2,5.6,0.0,408.0
1992-05-09,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,4.4,9.4,0.0,0.0,25.0,19,-10.0,5.0,0,51.0,51.0,3.0,331.0,0.0,0.0,16.7,-5.33,-10.8,5,130,110.0,0.0,12.72,-7.24,11.64,-2.75,3.9,24.8,30.0,0.0,0.0,7.39,1.0,5.0,-22.2,-6.95,25.0,3.9,7.8,0.0,331.0
1992-05-10,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,3.9,7.8,0.0,0.0,0.0,19,-10.0,3.9,0,25.0,51.0,2.0,280.0,0.0,0.0,4.3,-3.66,-10.8,6,131,0.0,0.0,12.22,-6.72,10.62,-1.09,4.4,24.8,63.0,0.0,0.0,6.65,1.0,5.0,-22.2,-6.25,0.0,4.4,9.4,0.0,280.0
1992-05-11,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,2.8,7.8,0.0,0.0,0.0,20,-7.2,5.0,0,0.0,25.0,1.0,229.0,0.0,0.0,0.5,-1.99,-10.8,0,132,0.0,0.0,11.12,-6.11,8.91,-0.11,3.9,24.8,78.0,0.0,0.0,5.64,1.0,5.0,-22.2,-5.66,0.0,3.9,7.8,0.0,229.0
1992-05-12,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,5.0,11.1,0.0,0.0,0.0,20,-7.2,6.1,0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.24,-8.76,1,133,0.0,0.0,13.32,-5.33,10.33,1.16,2.8,24.8,86.0,0.0,0.0,7.58,1.0,5.0,-22.2,-4.97,0.0,2.8,7.8,0.0,178.0
1992-05-13,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,5.0,8.3,5.6,0.0,0.0,20,-7.2,3.3,0,0.0,0.0,0.0,127.0,0.0,0.0,5.6,2.54,-1.2,2,134,0.0,0.0,13.32,-4.42,9.42,2.12,5.0,30.4,86.0,0.0,46.48,8.0,8.0,5.0,-18.3,-4.33,0.0,5.0,11.1,0.0,127.0
1992-05-14,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-3.9,6.7,2.5,0.0,0.0,20,-7.2,10.6,0,0.0,0.0,0.0,76.0,5.6,0.0,8.1,3.01,0.12,3,135,-0.0,0.0,4.42,-3.94,0.04,0.62,5.0,31.9,71.0,-0.0,16.75,-1.4,1.0,5.0,-15.6,-4.3,0.0,5.0,8.3,0.0,76.0
1992-05-15,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-2.2,5.0,0.0,0.0,0.0,20,-7.2,7.2,0,0.0,0.0,0.0,25.0,2.5,5.6,8.1,2.14,-2.88,4,136,-0.0,0.0,6.12,-3.5,1.3,-0.09,-3.9,31.9,71.0,-0.0,0.0,-1.03,1.0,5.0,-13.3,-4.17,0.0,-3.9,6.7,0.0,25.0
1992-05-16,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,1.7,6.7,0.0,0.0,0.0,20,-7.2,5.0,0,0.0,0.0,0.0,0.0,0.0,2.5,8.1,1.76,-2.88,5,137,0.0,0.0,10.02,-3.0,4.7,0.36,-2.2,24.8,56.0,0.0,0.0,2.92,1.0,5.0,-11.1,-3.79,0.0,-2.2,5.0,0.0,0.0
1992-05-17,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,1.7,8.9,0.0,0.0,0.0,20,-7.2,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.44,-2.88,6,138,0.0,0.0,10.02,-2.63,4.33,0.69,1.7,12.4,23.0,0.0,0.0,3.18,1.0,5.0,-11.1,-3.43,0.0,1.7,6.7,0.0,0.0
1992-05-18,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-1.7,7.2,8.1,0.0,0.0,21,-5.7,8.9,0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.8,-2.88,0,139,-0.0,0.0,6.62,-2.55,0.85,0.1,1.7,16.7,8.0,-0.0,58.32,-0.56,4.0,5.0,-11.1,-3.32,0.0,1.7,8.9,0.0,0.0
1992-05-19,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,1.7,9.4,0.0,0.0,0.0,21,-5.7,7.7,0,0.0,0.0,0.0,0.0,8.1,0.0,16.2,0.33,-2.88,1,140,0.0,0.0,10.02,-2.42,4.12,0.5,-1.7,16.2,0.0,0.0,0.0,2.28,4.0,5.0,-11.1,-3.0,0.0,-1.7,7.2,0.0,0.0
1992-05-20,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,3.9,13.3,0.0,0.0,0.0,21,-5.7,9.4,0,0.0,0.0,0.0,0.0,0.0,8.1,10.6,0.17,-2.88,2,141,0.0,0.0,12.22,-2.42,6.32,1.35,1.7,16.2,0.0,0.0,0.0,4.08,4.0,5.0,-11.1,-2.55,0.0,1.7,9.4,0.0,0.0
1992-05-21,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,6.7,15.6,0.0,0.0,0.0,21,-5.7,8.9,0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,1.69,-1.9,3,142,0.0,0.0,15.02,-2.37,9.07,2.69,3.9,16.2,0.0,0.0,0.0,6.7,4.0,6.7,-11.1,-1.96,0.0,3.9,13.3,0.0,0.0
1992-05-22,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,10.6,16.7,0.0,0.0,0.0,21,-5.7,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,3.51,0.34,4,143,0.0,0.0,18.92,-2.16,12.76,4.66,6.7,16.2,0.0,0.0,0.0,10.26,4.0,10.6,-11.1,-1.15,0.0,6.7,15.6,0.0,0.0
1992-05-23,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,8.3,15.6,0.0,0.0,0.0,21,-5.7,7.3,0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,4.46,0.34,5,144,0.0,0.0,16.62,-1.74,10.04,5.57,10.6,16.2,0.0,0.0,0.0,8.31,4.0,10.6,-11.1,-0.54,0.0,10.6,16.7,0.0,0.0
1992-05-24,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-3.9,8.9,2.5,0.0,0.0,21,-5.7,12.8,0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,3.66,-2.58,6,145,-0.0,0.0,4.42,-1.68,-2.22,3.2,8.3,18.7,0.0,-0.0,22.25,-3.93,6.0,10.6,-11.1,-0.75,0.0,8.3,15.6,0.0,0.0
